Tenant,ANP,VRF,BridgeDomain,EPG,Pod,Node,IPG,IP,MAC,VLAN
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_2,BD_MDC2_WarRoom_PRD,EPG_MDC2_WarRoom_PRD,pod-1,protpaths-1301-1302,IPG_VPC_DC_SR2_ACI3650STACK,172.29.4.51,6C:AE:8B:52:70:72,vlan-2925
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_2,BD_MDC2_WarRoom_PRD,EPG_MDC2_WarRoom_PRD,pod-1,protpaths-1301-1302,IPG_VPC_DC_SR2_ACI3650STACK,172.29.4.52,D4:AE:52:CF:5A:1A,vlan-2925
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_2,BD_MDC2_WarRoom_PRD,EPG_MDC2_WarRoom_PRD,pod-1,protpaths-1301-1302,IPG_VPC_DC_SR2_ACI3650STACK,172.29.4.53,D4:AE:52:CF:B4:1A,vlan-2925
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_2,BD_MDC2_WarRoom_PRD,EPG_MDC2_WarRoom_PRD,pod-1,protpaths-1301-1302,IPG_VPC_DC_SR2_ACI3650STACK,172.29.4.54,F0:1F:AF:E3:07:EF,vlan-2925
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_5,BD_MDC2_HRIS_DEV2,EPG_MDC2_HRIS_DEV2,pod-1,paths-1206,eth1/19,172.26.47.198,98:BE:94:71:D2:A0,vlan-2699
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_5,BD_MDC2_HRIS_DEV2,EPG_MDC2_HRIS_DEV2,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_9,172.26.47.194,F6:4B:26:40:51:04,vlan-2699
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_5,BD_MDC2_HRIS_DEV2,EPG_MDC2_HRIS_DEV2,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_9,172.26.47.193,F6:4B:27:41:65:04,vlan-2699
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_1,BD_MDC2_WarRoom_MGT,EPG_MDC2_WarRoom_MGT,pod-1,paths-1306,eth1/33,172.26.37.132,6C:AE:8B:52:6E:B6,vlan-2705
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_1,BD_MDC2_WarRoom_MGT,EPG_MDC2_WarRoom_MGT,pod-1,paths-1306,eth1/33,172.26.37.134,6C:AE:8B:52:70:76,vlan-2705
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_1,BD_MDC2_WarRoom_MGT,EPG_MDC2_WarRoom_MGT,pod-1,paths-1306,eth1/33,172.26.37.131,6C:AE:8B:52:70:73,vlan-2705
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_WarRoom_1,BD_MDC2_WarRoom_MGT,EPG_MDC2_WarRoom_MGT,pod-1,paths-1306,eth1/33,172.26.37.129,6C:AE:8B:52:6E:B3,vlan-2705
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_Job_Schedule_4,BD_MDC2_Job_Sch_ADM,EPG_MDC2_Job_Sch_ADM,pod-1,protpaths-1303-1304,IPG_VPC_MDC2_JOBS_SW_1,172.26.61.66,00:0A:F7:D8:F3:1F,vlan-2760
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_Job_Schedule_4,BD_MDC2_Job_Sch_ADM,EPG_MDC2_Job_Sch_ADM,pod-1,protpaths-1303-1304,IPG_VPC_MDC2_JOBS_SW_1,172.26.61.68,00:0A:F7:D8:F4:F7,vlan-2760
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_Job_Schedule_4,BD_MDC2_Job_Sch_ADM,EPG_MDC2_Job_Sch_ADM,pod-1,protpaths-1303-1304,IPG_VPC_MDC2_JOBS_SW_1,172.26.61.67,00:0A:F7:D8:F5:07,vlan-2760
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_Job_Schedule_4,BD_MDC2_Job_Sch_ADM,EPG_MDC2_Job_Sch_ADM,pod-1,protpaths-1303-1304,IPG_VPC_MDC2_JOBS_SW_1,172.26.61.65,00:0C:29:F7:89:C2,vlan-2760
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_7,172.29.29.89,00:50:56:A7:40:FA,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_5,172.29.29.91,00:50:56:A7:25:5D,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_7,172.29.29.83,00:50:56:A7:77:B4,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_7,172.29.29.76,00:50:56:A7:77:B4,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_7,172.29.29.78,00:50:56:A7:77:B4,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_3,172.29.29.74,00:21:5E:E3:26:60,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_5,172.29.29.85,00:50:56:A7:0C:C4,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_1,172.29.29.75,1E:00:04:ED:EE:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_7,172.29.29.77,00:50:56:A7:17:F4,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_5,172.29.29.81,00:50:56:A7:3F:5B,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_1,172.29.29.73,EA:CC:45:60:4A:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_1,172.29.29.70,EA:CC:45:60:4A:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_1,172.29.29.71,EA:CC:45:60:4A:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_3,172.29.29.72,72:09:02:3E:BA:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_3,172.29.29.69,72:09:0F:7E:0D:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_3,172.29.29.68,72:09:0F:7E:0D:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_9,172.29.29.82,F6:4B:26:40:51:05,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_SVR_9,172.29.29.86,F6:4B:27:41:65:05,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_1,172.29.29.66,EA:CC:4C:8F:2B:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_HRIS_2,BD_MDC2_HRIS_PRD,EPG_MDC2_HRIS_PRD,pod-1,protpaths-1203-1204,IPG_VPC_MDC2_HRIS_VIOS_1,172.29.29.67,EA:CC:4C:8F:2B:02,vlan-2922
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.42,F0:1F:AF:E5:6B:E2,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.6,00:0C:29:00:63:F5,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.12,C8:1F:66:DD:3A:7C,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.8,00:0C:29:71:06:A4,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.35,08:00:27:8A:4C:2B,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.32,08:00:27:8A:4C:2B,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.15,C8:1F:66:DD:42:B0,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.18,00:0C:29:60:D0:78,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.52,F0:1F:AF:E5:6D:54,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.34,08:00:27:54:AD:64,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.10,00:0C:29:CC:69:D6,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.41,00:C0:FF:26:3F:F6,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.3,00:0C:29:A9:15:4E,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.55,74:86:7A:EB:C4:B2,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.20,F0:1F:AF:E5:6D:52,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.43,08:00:27:4A:C8:FC,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.47,F8:BC:12:33:82:1C,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.50,CC:3E:5F:C5:A8:11,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.58,F8:BC:12:37:F1:BA,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.48,F0:1F:AF:E5:6B:E4,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.40,C8:1F:66:DD:42:D8,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.4,00:16:3E:25:93:DC,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.11,C8:1F:66:DC:2C:6B,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.13,08:00:27:EA:CC:D4,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.51,F8:BC:12:37:EE:5A,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.49,CC:3E:5F:C5:AD:91,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.33,08:00:27:E8:0C:1D,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.57,F8:BC:12:37:F3:2C,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.56,74:86:7A:EB:C2:18,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.17,00:0C:29:F7:3D:E2,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.59,F8:BC:12:37:F1:2A,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.5,00:16:3E:41:40:59,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.54,F8:BC:12:37:F4:40,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.14,C8:1F:66:DD:42:A8,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.53,F8:BC:12:37:F3:10,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.2,00:0C:29:F6:8A:6B,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_CRM_1,BD_MDC2_CRM_MGT,EPG_MDC2_CRM_MGT,pod-1,paths-1306,eth1/31,172.26.29.31,C8:1F:66:DD:B1:FD,vlan-2686
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.4.107,00:50:56:85:75:4E,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.4.97,E8:39:35:22:D1:C8,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.4.98,00:0C:29:FF:30:FA,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.4.103,E8:39:35:22:D0:CE,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.4.99,00:50:56:85:1B:D6,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.4.100,00:50:56:85:5C:AD,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_2,BD_MDC2_VServerVDI,EPG_MDC2_VServerVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.4.104,80:C1:6E:25:F6:E2,vlan-2931
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_BAACTV,BD_MDC2_BAACTV_PRD,EPG_MDC2_BAACTV_PRD,pod-1,protpaths-1305-1306,IPG_VPC_MDC2_BAACTV_PRD,172.29.4.193,3C:D9:2B:F1:8B:CA,vlan-2934
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_6,BD_MDC2_VDesktopMGT,EPG_MDC2_VDesktopMGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.26.65.250,00:50:56:85:7F:93,vlan-2721
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_6,BD_MDC2_VDesktopMGT,EPG_MDC2_VDesktopMGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.26.65.222,00:50:56:85:2E:DC,vlan-2721
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_FrontEnd_2,BD_MDC2_FrontEnd_MGT_Device_SW,EPG_MDC2_FrontEnd_MGT_Device_SW,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_FrontEnd_SW,172.26.33.21,00:1F:A0:13:AB:BE,vlan-2738
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_FrontEnd_2,BD_MDC2_FrontEnd_MGT_Device_SW,EPG_MDC2_FrontEnd_MGT_Device_SW,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_FrontEnd_SW,172.26.33.19,D4:04:FF:11:24:80,vlan-2738
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_FrontEnd_2,BD_MDC2_FrontEnd_MGT_Device_SW,EPG_MDC2_FrontEnd_MGT_Device_SW,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_FrontEnd_SW,172.26.33.20,00:1F:A0:13:9A:5A,vlan-2738
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_FrontEnd_2,BD_MDC2_FrontEnd_MGT_Device_SW,EPG_MDC2_FrontEnd_MGT_Device_SW,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_FrontEnd_SW,172.26.33.22,00:1F:A0:13:9A:5A,vlan-2738
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_FrontEnd_2,BD_MDC2_FrontEnd_MGT_Device_SW,EPG_MDC2_FrontEnd_MGT_Device_SW,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_FrontEnd_SW,172.26.33.17,F4:CC:55:C9:C4:C1,vlan-2738
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_FrontEnd_2,BD_MDC2_FrontEnd_MGT_Device_SW,EPG_MDC2_FrontEnd_MGT_Device_SW,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_FrontEnd_SW,172.26.33.18,D4:04:FF:17:C4:00,vlan-2738
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_VDI_1,BD_MDC2_VDmzVDI,EPG_MDC2_VDmzVDI,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.4.81,00:50:56:85:49:6B,vlan-2930
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.105,00:0B:38:BC:D4:1A,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.3,00:10:E0:62:5E:E2,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.37,02:08:20:70:66:1B,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.65,00:10:E0:5D:42:16,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.111,00:10:E0:62:8D:6D,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.36,02:08:20:4E:C6:41,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.38,02:08:20:34:E2:81,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.103,F8:C2:88:EF:16:7F,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.4,00:10:E0:62:60:1A,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.2,00:10:E0:62:6D:40,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.17,00:10:E0:62:6D:45,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.98,00:10:E0:5C:1F:27,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.68,02:08:20:BD:1B:06,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.81,00:10:E0:5D:42:1F,vlan-2708
BAAC_MDC2,ANP_MDC2,VRF_MDC2_INT_SOA_1,BD_MDC2_SOA_MGT,EPG_MDC2_SOA_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC2_SOA_MGT,172.26.58.18,00:10:E0:62:5E:E7,vlan-2708
